time, ax, ay, az, gx, gy, gz, mx, my, mz
   677425342,   -0.00732,    -0.01610,    +0.98820,   +0.10996,    +0.07575,    +0.00122,  -14.44200,   -54.57800,    +1.10200
   677436593,   -0.00512,    -0.01391,    +0.99625,   +0.11118,    +0.07453,    -0.00367,  -14.67400,   -53.88200,    +0.11600
   677447842,   -0.00659,    -0.00732,    +0.99845,   +0.11118,    +0.07941,    -0.00244,  -14.79000,   -54.98400,    +0.75400
   677459098,   +0.00146,    -0.00659,    +0.99406,   +0.10751,    +0.08308,    -0.00244,  -14.44200,   -54.34600,    +0.58000
   677470361,   +0.00000,    -0.00952,    +0.98820,   +0.11240,    +0.07453,    +0.00122,  -14.84800,   -54.86800,    +0.69600
   677481630,   +0.00000,    -0.01244,    +0.99406,   +0.11729,    +0.07575,    +0.00000,  -14.84800,   -54.86800,    +0.69600
   677492900,   +0.00220,    -0.01171,    +1.00284,   +0.10751,    +0.07330,    +0.00000,  -14.73200,   -54.81000,    +0.11600
   677504182,   -0.00586,    -0.01391,    +0.99552,   +0.10996,    +0.07697,    -0.00489,  -14.73200,   -54.98400,    +0.81200
   677515426,   +0.00220,    -0.00952,    +0.99332,   +0.10996,    +0.07330,    +0.00367,  -14.73200,   -54.86800,    +0.34800
   677526693,   -0.00952,    -0.00659,    +0.99040,   +0.11240,    +0.07819,    +0.00122,  -14.50000,   -54.86800,    -0.23200
   677537952,   -0.00732,    -0.00878,    +0.99552,   +0.10873,    +0.07453,    -0.00367,  -14.79000,   -54.81000,    -0.00000
   677549198,   -0.00220,    -0.01318,    +0.99552,   +0.10873,    +0.07330,    +0.00000,  -14.44200,   -54.52000,    -0.11600
   677560444,   -0.00220,    -0.00952,    +0.99845,   +0.11484,    +0.07819,    +0.00000,  -14.73200,   -54.11400,    +0.52200
   677571689,   +0.00073,    -0.01025,    +0.99552,   +0.11240,    +0.07697,    +0.00122,  -14.73200,   -54.11400,    +0.52200
   677582941,   +0.00220,    -0.00512,    +0.99259,   +0.11362,    +0.07208,    +0.00122,  -14.38400,   -55.21600,    +0.75400
   677594210,   +0.00220,    -0.01318,    +1.00138,   +0.11118,    +0.07819,    +0.00122,  -14.96400,   -55.10000,    +0.52200
   677605467,   -0.00293,    -0.01025,    +0.99113,   +0.10996,    +0.07819,    -0.00122,  -15.25400,   -54.81000,    -0.17400
   677616714,   +0.00293,    -0.00952,    +0.99186,   +0.11118,    +0.07208,    +0.00000,  -14.38400,   -54.92600,    +0.29000
   677628007,   -0.00805,    -0.02050,    +0.99625,   +0.11362,    +0.07208,    +0.00122,  -14.55800,   -54.34600,    +0.46400
   677639257,   +0.00073,    -0.01318,    +0.99991,   +0.11606,    +0.07819,    +0.00122,  -14.50000,   -55.10000,    +0.23200
   677650509,   -0.00439,    -0.01025,    +0.99113,   +0.10996,    +0.07575,    +0.00244,  -14.55800,   -55.15800,    +0.87000
   677661772,   -0.00732,    -0.01244,    +0.99698,   +0.11729,    +0.07819,    +0.00122,  -14.55800,   -55.15800,    +0.87000
   677673019,   +0.00146,    -0.01244,    +0.99991,   +0.10873,    +0.07208,    +0.00122,  -14.73200,   -54.75200,    +0.87000
   677684353,   -0.00293,    -0.00805,    +0.99552,   +0.11118,    +0.07575,    +0.00244,  -14.50000,   -55.33200,    +0.40600
   677695610,   +0.00073,    -0.00512,    +1.00138,   +0.10996,    +0.07453,    -0.00122,  -14.73200,   -54.98400,    +1.10200
   677706858,   +0.00000,    -0.00586,    +0.98308,   +0.10751,    +0.07697,    +0.00000,  -14.32600,   -54.63600,    +0.98600
   677718126,   -0.01025,    -0.01244,    +0.99479,   +0.11118,    +0.06842,    +0.00367,  -14.73200,   -54.46200,    +1.04400
   677729376,   -0.00512,    -0.00878,    +0.99845,   +0.11362,    +0.07697,    +0.00244,  -14.50000,   -54.86800,    +1.27600
   677740644,   -0.00073,    -0.00439,    +0.99113,   +0.10629,    +0.07941,    +0.00122,  -14.79000,   -55.10000,    +0.69600
   677751895,   -0.00073,    -0.01025,    +0.99552,   +0.10751,    +0.07575,    +0.00244,  -14.79000,   -55.10000,    +0.69600
   677763165,   -0.00439,    -0.01098,    +0.99552,   +0.11484,    +0.08063,    +0.00244,  -14.90600,   -54.34600,    +1.27600
   677774417,   -0.00659,    -0.00293,    +0.99845,   +0.10996,    +0.07697,    +0.00244,  -14.79000,   -54.34600,    +1.10200
   677785663,   +0.00073,    -0.00878,    +0.99332,   +0.11240,    +0.07697,    +0.00244,  -15.31200,   -54.75200,    +0.92800
   677796929,   -0.00146,    -0.00512,    +0.99918,   +0.10751,    +0.07575,    +0.00000,  -14.09400,   -54.81000,    +0.63800
   677808178,   +0.00073,    -0.01025,    +0.99918,   +0.10140,    +0.07697,    -0.00489,  -14.44200,   -54.57800,    +0.40600
   677819449,   +0.00000,    -0.00659,    +0.98747,   +0.11606,    +0.07330,    -0.00489,  -14.96400,   -54.63600,    +1.04400
   677830717,   +0.00000,    -0.00659,    +0.99772,   +0.11606,    +0.07819,    -0.00122,  -14.38400,   -54.40400,    +1.16000
   677842004,   -0.00293,    -0.01244,    +0.99332,   +0.11484,    +0.07575,    +0.00244,  -14.38400,   -54.40400,    +1.16000
   677853251,   -0.00366,    -0.01391,    +1.00577,   +0.10507,    +0.07575,    +0.00122,  -14.55800,   -54.57800,    +1.85600
   677864505,   -0.00366,    -0.00732,    +0.99186,   +0.11851,    +0.08063,    -0.00122,  -14.96400,   -55.10000,    +1.74000
   677875753,   -0.00293,    -0.00659,    +0.99406,   +0.10873,    +0.07819,    +0.00122,  -14.79000,   -55.39000,    +0.46400
   677887001,   -0.00220,    -0.01610,    +1.00284,   +0.11484,    +0.08308,    -0.00122,  -15.02200,   -55.21600,    +0.34800
   677898249,   -0.00293,    -0.00439,    +0.99845,   +0.11851,    +0.07575,    +0.00000,  -14.61600,   -54.86800,    +0.40600
   677909496,   +0.00220,    -0.00732,    +0.99332,   +0.11240,    +0.08308,    -0.00367,  -14.55800,   -54.81000,    +0.29000
   677920744,   -0.00220,    -0.00586,    +0.99918,   +0.10996,    +0.07697,    +0.00244,  -14.26800,   -54.23000,    +0.11600
   677932010,   +0.00000,    -0.01025,    +0.99040,   +0.11240,    +0.08063,    -0.00122,  -14.26800,   -54.23000,    +0.11600
   677943257,   +0.00146,    -0.00952,    +1.00211,   +0.11118,    +0.07819,    +0.00122,  -14.79000,   -55.10000,    +0.17400
   677954528,   -0.00659,    -0.00659,    +0.99772,   +0.10629,    +0.07697,    +0.00244,  -14.55800,   -55.04200,    +0.29000
   677965778,   -0.00146,    -0.00439,    +1.00577,   +0.11729,    +0.07208,    +0.00122,  -14.84800,   -54.52000,    +1.16000
   677977025,   -0.00805,    -0.00439,    +0.99040,   +0.11729,    +0.07208,    +0.00122,  -14.50000,   -54.34600,    +1.33400
   677988309,   -0.00952,    -0.00878,    +0.99845,   +0.11362,    +0.07941,    -0.00122,  -14.79000,   -54.63600,    +0.75400
   677999560,   -0.00073,    -0.01391,    +0.99479,   +0.11484,    +0.08063,    +0.00000,  -15.08000,   -54.81000,    +0.98600
   678010850,   -0.00073,    -0.00732,    +0.99479,   +0.10751,    +0.08186,    +0.00122,  -14.61600,   -55.21600,    +1.21800
   678022097,   +0.00512,    -0.01098,    +1.00211,   +0.11118,    +0.07697,    +0.00244,  -14.61600,   -55.21600,    +1.21800
   678033341,   +0.00000,    -0.01610,    +0.99772,   +0.11484,    +0.08063,    +0.00000,  -14.21000,   -54.75200,    +0.63800
   678044652,   -0.00220,    -0.01025,    +0.98966,   +0.11118,    +0.08063,    +0.00244,  -15.13800,   -54.75200,    +0.40600
   678055961,   +0.00220,    -0.01171,    +0.99186,   +0.10751,    +0.07819,    +0.00000,  -14.90600,   -55.10000,    +1.68200
   678067207,   -0.00439,    -0.00586,    +0.98966,   +0.11118,    +0.07819,    -0.00244,  -14.79000,   -55.21600,    +0.87000
   678078457,   -0.00512,    -0.01610,    +0.99772,   +0.11484,    +0.07941,    -0.00244,  -14.67400,   -55.21600,    +1.33400
   678089706,   -0.01171,    -0.01391,    +0.99113,   +0.10996,    +0.07941,    +0.00244,  -14.96400,   -55.10000,    +1.45000
   678100979,   -0.00146,    -0.00732,    +1.00211,   +0.10873,    +0.07575,    +0.00611,  -14.84800,   -54.81000,    +1.33400
   678112227,   -0.00439,    -0.00366,    +0.99259,   +0.11240,    +0.07330,    +0.00122,  -14.67400,   -54.75200,    +0.98600
   678123498,   +0.00073,    -0.01025,    +0.99040,   +0.10996,    +0.07208,    +0.00122,  -14.67400,   -54.75200,    +0.98600
   678134813,   +0.00146,    -0.00732,    +1.00064,   +0.11240,    +0.07697,    +0.00122,  -14.73200,   -54.75200,    +1.16000
   678146060,   +0.00073,    -0.00952,    +0.99772,   +0.11240,    +0.07941,    -0.00244,  -14.73200,   -54.98400,    +1.10200
