time, ax, ay, az, gx, gy, gz, mx, my, mz;
     69036l,   +0.01074,    -0.03418,    -0.98535,   -0.01277,    -0.01171,    -0.00426,  -23.53711,   -15.57070,    +0.34922
     69036l,   -0.00195,    -0.03613,    -0.99072,   -0.01277,    -0.01490,    -0.00639,  -23.53711,   -15.57070,    +0.34922
     69036l,   -0.00488,    -0.02686,    -0.99072,   -0.01277,    -0.01596,    -0.00639,  -23.53711,   -15.57070,    +0.34922
     69036l,   -0.00439,    -0.02637,    -0.97363,   -0.01171,    -0.00851,    -0.00745,  -23.53711,   -15.57070,    +0.34922
     69036l,   +0.00098,    -0.01709,    -0.99463,   -0.01277,    -0.01490,    -0.00639,  -23.53711,   -15.57070,    +0.34922
     69036l,   -0.00293,    -0.03027,    -0.97998,   -0.01171,    -0.01277,    -0.00958,  -23.53711,   -15.57070,    +0.34922
     69036l,   -0.00000,    -0.03223,    -0.97510,   -0.01383,    -0.00958,    -0.00745,  -23.53711,   -15.57070,    +0.34922
     69036l,   -0.01758,    -0.02637,    -1.00732,   -0.01277,    -0.01383,    -0.00745,  -22.81289,   -16.65703,    -1.74609
     69036l,   -0.00635,    -0.02490,    -0.98584,   -0.01277,    -0.01171,    -0.00639,  -22.81289,   -16.65703,    -1.74609
     69036l,   -0.00195,    -0.02686,    -0.99023,   -0.01383,    -0.01596,    -0.00532,  -22.81289,   -16.65703,    -1.74609
     69036l,   -0.00684,    -0.02979,    -0.98193,   -0.00958,    -0.00958,    -0.00958,  -22.81289,   -16.65703,    -1.74609
     69036l,   +0.00928,    -0.03516,    -0.98926,   -0.01277,    -0.00958,    -0.00958,  -22.81289,   -16.65703,    -1.74609
     69036l,   -0.00732,    -0.02100,    -0.98975,   -0.01490,    -0.01490,    -0.00745,  -22.81289,   -16.65703,    -1.74609
     69036l,   +0.00684,    -0.02588,    -0.98291,   -0.00958,    -0.00958,    -0.01064,  -22.81289,   -16.65703,    -1.74609
     69036l,   +0.00244,    -0.03418,    -0.98584,   -0.01383,    -0.01383,    -0.00745,  -22.81289,   -16.65703,    -1.74609
     69036l,   -0.00586,    -0.02686,    -0.97559,   -0.01490,    -0.01171,    -0.00745,  -22.81289,   -16.65703,    -1.74609
     69036l,   +0.00098,    -0.02148,    -0.99316,   -0.01277,    -0.01171,    -0.00426,  -22.81289,   -16.65703,    -1.74609
     69036l,   -0.00195,    -0.02783,    -0.99658,   -0.01596,    -0.01703,    -0.01277,  -22.81289,   -16.65703,    -1.74609
     69036l,   -0.00684,    -0.03320,    -0.98486,   -0.01064,    -0.01809,    -0.00639,  -22.81289,   -16.65703,    -1.74609
     69036l,   +0.00244,    -0.03711,    -0.98535,   -0.01703,    -0.01703,    -0.01064,  -24.08027,   -15.02754,    -2.26992
     69036l,   +0.00684,    -0.02344,    -0.98828,   -0.01383,    -0.01596,    -0.00745,  -24.08027,   -15.02754,    -2.26992
     69036l,   -0.00293,    -0.02783,    -0.98535,   -0.01383,    -0.01596,    -0.01064,  -24.08027,   -15.02754,    -2.26992
     69036l,   +0.00342,    -0.02783,    -1.00000,   -0.01171,    -0.01383,    -0.00851,  -24.08027,   -15.02754,    -2.26992
     69036l,   -0.00732,    -0.02881,    -0.98779,   -0.01171,    -0.01277,    -0.00745,  -24.08027,   -15.02754,    -2.26992
     69036l,   -0.00293,    -0.02100,    -0.99707,   -0.00851,    -0.01064,    -0.00958,  -24.08027,   -15.02754,    -2.26992
     69036l,   -0.00879,    -0.02979,    -0.99658,   -0.01383,    -0.01490,    -0.01171,  -24.08027,   -15.02754,    -2.26992
     69036l,   +0.00732,    -0.03516,    -0.98438,   -0.01171,    -0.01064,    -0.00851,  -24.08027,   -15.02754,    -2.26992
     69036l,   +0.00195,    -0.03125,    -0.99121,   -0.01383,    -0.01383,    -0.00958,  -24.08027,   -15.02754,    -2.26992
     69036l,   -0.00293,    -0.02441,    -0.98193,   -0.01703,    -0.01064,    -0.01064,  -24.08027,   -15.02754,    -2.26992
     69036l,   -0.00391,    -0.02637,    -0.98047,   -0.01277,    -0.00851,    -0.00851,  -24.08027,   -15.02754,    -2.26992
     69036l,   -0.00439,    -0.02881,    -0.98682,   -0.01703,    -0.01490,    -0.00851,  -23.53711,   -13.76016,    -2.44453
     69036l,   +0.00342,    -0.02979,    -0.98535,   -0.01064,    -0.01171,    -0.00745,  -23.53711,   -13.76016,    -2.44453
     69036l,   -0.00195,    -0.01758,    -0.99365,   -0.01277,    -0.01916,    -0.00532,  -23.53711,   -13.76016,    -2.44453
     69036l,   -0.00049,    -0.03857,    -1.00586,   -0.01277,    -0.01277,    -0.00958,  -23.53711,   -13.76016,    -2.44453
     69036l,   -0.00439,    -0.02393,    -0.99316,   -0.01490,    -0.01383,    -0.01064,  -23.53711,   -13.76016,    -2.44453
     69036l,   +0.00293,    -0.02246,    -0.98047,   -0.01171,    -0.00958,    -0.00745,  -23.53711,   -13.76016,    -2.44453
     69036l,   -0.01123,    -0.02832,    -0.98975,   -0.01064,    -0.01064,    -0.01064,  -23.53711,   -13.76016,    -2.44453
     69036l,   +0.00537,    -0.02783,    -0.99902,   -0.01277,    -0.00958,    -0.00851,  -23.53711,   -13.76016,    -2.44453
     69036l,   -0.00293,    -0.02783,    -0.99316,   -0.01171,    -0.01171,    -0.00745,  -23.53711,   -13.76016,    -2.44453
     69036l,   -0.00635,    -0.02734,    -0.98438,   -0.01277,    -0.00851,    -0.00745,  -23.53711,   -13.76016,    -2.44453
     69036l,   +0.00391,    -0.03027,    -0.97607,   -0.01596,    -0.01064,    -0.00745,  -23.53711,   -13.76016,    -2.44453
     69036l,   +0.00684,    -0.03760,    -0.98486,   -0.01277,    -0.00851,    -0.00851,  -23.53711,   -13.76016,    -2.44453
     69036l,   +0.00244,    -0.03174,    -0.98975,   -0.01277,    -0.00958,    -0.00851,  -21.54551,   -15.02754,    -2.26992
     69036l,   +0.00244,    -0.03711,    -0.98193,   -0.01383,    -0.01171,    -0.00745,  -21.54551,   -15.02754,    -2.26992
     69036l,   -0.00439,    -0.03125,    -1.00537,   -0.01171,    -0.01171,    -0.00639,  -21.54551,   -15.02754,    -2.26992
     69036l,   -0.00391,    -0.03027,    -0.98828,   -0.01064,    -0.01064,    -0.00745,  -21.54551,   -15.02754,    -2.26992
     69036l,   -0.00732,    -0.02100,    -0.99609,   -0.01383,    -0.01171,    -0.00745,  -21.54551,   -15.02754,    -2.26992
     69036l,   +0.00781,    -0.02881,    -0.99365,   -0.01383,    -0.01064,    -0.01171,  -21.54551,   -15.02754,    -2.26992
     69036l,   -0.00195,    -0.02734,    -0.98682,   -0.01277,    -0.01064,    -0.00958,  -21.54551,   -15.02754,    -2.26992
     69036l,   -0.01465,    -0.02783,    -0.98291,   -0.01383,    -0.01171,    -0.00745,  -21.54551,   -15.02754,    -2.26992
     69036l,   -0.00830,    -0.02832,    -0.99854,   -0.01171,    -0.01383,    -0.00851,  -21.54551,   -15.02754,    -2.26992
     69036l,   +0.00049,    -0.03174,    -0.98535,   -0.00851,    -0.01171,    -0.00639,  -21.54551,   -15.02754,    -2.26992
     69036l,   +0.00635,    -0.03027,    -0.98828,   -0.01277,    -0.00958,    -0.00639,  -21.54551,   -15.02754,    -2.26992
     69036l,   -0.00293,    -0.02979,    -0.98779,   -0.01490,    -0.01064,    -0.00958,  -21.36445,   -15.20859,    -2.44453
     69036l,   -0.00049,    -0.02490,    -0.99609,   -0.01277,    -0.01490,    -0.00851,  -21.36445,   -15.20859,    -2.44453
     69036l,   -0.00293,    -0.03223,    -0.98682,   -0.01171,    -0.01490,    -0.00639,  -21.36445,   -15.20859,    -2.44453
     69036l,   +0.00586,    -0.02734,    -0.99756,   -0.01596,    -0.01490,    -0.00958,  -21.36445,   -15.20859,    -2.44453
     69036l,   -0.00293,    -0.04004,    -0.99072,   -0.01277,    -0.01064,    -0.00745,  -21.36445,   -15.20859,    -2.44453
     69036l,   -0.01074,    -0.03467,    -0.99023,   -0.01277,    -0.00745,    -0.00532,  -21.36445,   -15.20859,    -2.44453
     69036l,   +0.00195,    -0.02783,    -0.99463,   -0.01171,    -0.01703,    -0.00532,  -21.36445,   -15.20859,    -2.44453
     69036l,   +0.00342,    -0.03271,    -0.98145,   -0.01277,    -0.01171,    -0.01171,  -21.36445,   -15.20859,    -2.44453
     69036l,   -0.00342,    -0.02930,    -1.00195,   -0.01596,    -0.01277,    -0.00532,  -21.36445,   -15.20859,    -2.44453
     69036l,   -0.00000,    -0.03613,    -0.96924,   -0.01703,    -0.01277,    -0.01064,  -21.36445,   -15.20859,    -2.44453
     69036l,   -0.00049,    -0.03809,    -1.00000,   -0.01171,    -0.01064,    -0.00745,  -21.36445,   -15.20859,    -2.44453
     69036l,   +0.00537,    -0.03564,    -0.99170,   -0.01383,    -0.01277,    -0.00745,  -21.36445,   -15.20859,    -2.44453
     69036l,   -0.00049,    -0.01904,    -0.99170,   -0.01596,    -0.01383,    -0.01171,  -22.81289,   -15.57070,    -0.69844
     69036l,   +0.00342,    -0.03369,    -0.98438,   -0.01064,    -0.00851,    -0.00745,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.00439,    -0.02832,    -0.97900,   -0.01383,    -0.01383,    -0.01064,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.00049,    -0.02051,    -0.99463,   -0.01596,    -0.00639,    -0.01277,  -22.81289,   -15.57070,    -0.69844
     69036l,   +0.00098,    -0.03418,    -0.99316,   -0.01277,    -0.01383,    -0.01171,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.00391,    -0.02783,    -0.98828,   -0.01490,    -0.01596,    -0.00639,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.00195,    -0.02832,    -0.98047,   -0.01809,    -0.01171,    -0.00639,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.00342,    -0.02930,    -0.99023,   -0.01064,    -0.01490,    -0.00639,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.00049,    -0.02588,    -0.99707,   -0.01277,    -0.01171,    -0.01064,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.00488,    -0.04150,    -0.99512,   -0.01383,    -0.01064,    -0.00851,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.00293,    -0.02979,    -0.99463,   -0.01703,    -0.01490,    -0.00958,  -22.81289,   -15.57070,    -0.69844
     69036l,   -0.01416,    -0.03369,    -0.98535,   -0.00958,    -0.01277,    -0.00851,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.00391,    -0.03418,    -0.99219,   -0.01064,    -0.01383,    -0.00745,  -21.72656,   -14.84649,    -1.74609
     69036l,   +0.00781,    -0.03760,    -0.98779,   -0.01383,    -0.01277,    -0.00745,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.00391,    -0.03418,    -0.99365,   -0.01171,    -0.01596,    -0.00851,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.00098,    -0.02734,    -0.98242,   -0.00958,    -0.01171,    -0.00851,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.00146,    -0.02441,    -0.99219,   -0.01171,    -0.01383,    -0.00958,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.00049,    -0.03467,    -0.98438,   -0.01064,    -0.00851,    -0.00851,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.00879,    -0.02344,    -0.99072,   -0.01277,    -0.01490,    -0.00851,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.00098,    -0.02588,    -0.98291,   -0.01171,    -0.01171,    -0.01064,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.01416,    -0.03174,    -0.99316,   -0.00851,    -0.01171,    -0.00958,  -21.72656,   -14.84649,    -1.74609
     69036l,   +0.00391,    -0.03418,    -0.99072,   -0.01383,    -0.01277,    -0.00958,  -21.72656,   -14.84649,    -1.74609
     69036l,   -0.00391,    -0.02490,    -0.98926,   -0.01383,    -0.01171,    -0.00745,  -21.72656,   -14.84649,    -1.74609
     69036l,   +0.00342,    -0.02734,    -0.99219,   -0.01596,    -0.00745,    -0.00639,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00244,    -0.02881,    -0.97754,   -0.01064,    -0.00851,    -0.00319,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00586,    -0.02979,    -0.97803,   -0.01171,    -0.01064,    -0.01277,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00342,    -0.02930,    -0.99268,   -0.01277,    -0.01171,    -0.00745,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.00781,    -0.03027,    -0.98535,   -0.01596,    -0.00745,    -0.00851,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00000,    -0.02832,    -0.98633,   -0.01383,    -0.01171,    -0.01064,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.00049,    -0.02393,    -0.98779,   -0.00958,    -0.00958,    -0.00851,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.00586,    -0.03320,    -0.99121,   -0.01490,    -0.01383,    -0.00851,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00195,    -0.03271,    -0.98145,   -0.01490,    -0.01064,    -0.01277,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00049,    -0.02490,    -0.99170,   -0.01277,    -0.01064,    -0.00639,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.01172,    -0.03223,    -0.99316,   -0.01064,    -0.01064,    -0.00639,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00000,    -0.02344,    -0.98730,   -0.00958,    -0.01277,    -0.00426,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00439,    -0.02637,    -0.99219,   -0.01064,    -0.01171,    -0.00851,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00391,    -0.02100,    -0.98438,   -0.01064,    -0.00851,    -0.00639,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00000,    -0.02930,    -0.98877,   -0.01171,    -0.01703,    -0.00958,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00342,    -0.03760,    -0.98682,   -0.01596,    -0.01171,    -0.00532,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.00195,    -0.02734,    -0.98633,   -0.01383,    -0.01490,    -0.00851,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.00342,    -0.02441,    -0.99561,   -0.01277,    -0.00851,    -0.00745,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00684,    -0.03125,    -1.00586,   -0.00958,    -0.01064,    -0.00745,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.00342,    -0.03369,    -0.98633,   -0.00958,    -0.01064,    -0.00745,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00293,    -0.03125,    -1.00684,   -0.01277,    -0.00745,    -0.01171,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.00195,    -0.03564,    -0.98682,   -0.01064,    -0.01064,    -0.00745,  -21.18340,   -14.66543,    -1.22227
     69036l,   -0.00879,    -0.02930,    -0.99170,   -0.01596,    -0.01383,    -0.00319,  -21.18340,   -14.66543,    -1.22227
     69036l,   +0.00488,    -0.02246,    -0.99219,   -0.01064,    -0.00851,    -0.00745,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00293,    -0.02441,    -0.99951,   -0.00958,    -0.01277,    -0.00639,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00586,    -0.03418,    -0.99854,   -0.01064,    -0.01383,    -0.00851,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00342,    -0.02881,    -0.99219,   -0.01490,    -0.01064,    -0.00745,  -23.89922,   -14.12227,    -2.09531
     69036l,   +0.00488,    -0.03271,    -0.98877,   -0.00851,    -0.01490,    -0.00745,  -23.89922,   -14.12227,    -2.09531
     69036l,   +0.00732,    -0.03320,    -0.98730,   -0.01064,    -0.01171,    -0.00319,  -23.89922,   -14.12227,    -2.09531
     69036l,   +0.00391,    -0.02393,    -0.99658,   -0.01277,    -0.01383,    -0.01171,  -23.89922,   -14.12227,    -2.09531
     69036l,   +0.00488,    -0.04199,    -0.99121,   -0.00958,    -0.01383,    -0.00958,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00830,    -0.02686,    -0.99854,   -0.01277,    -0.00958,    -0.00745,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00049,    -0.03223,    -0.98682,   -0.01383,    -0.01277,    -0.00319,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.01074,    -0.02637,    -0.99609,   -0.01383,    -0.01703,    -0.00532,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00439,    -0.02734,    -0.98828,   -0.01490,    -0.00532,    -0.00851,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00293,    -0.02930,    -0.97900,   -0.01064,    -0.01383,    -0.00532,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00146,    -0.02100,    -0.98438,   -0.01064,    -0.01383,    -0.00851,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00000,    -0.02002,    -0.99609,   -0.01171,    -0.01383,    -0.00958,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00830,    -0.02393,    -0.98535,   -0.00851,    -0.00851,    -0.01171,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00439,    -0.03516,    -0.99463,   -0.01171,    -0.01383,    -0.00851,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00195,    -0.02295,    -0.97852,   -0.01383,    -0.01171,    -0.00745,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00684,    -0.02881,    -0.99707,   -0.01383,    -0.01383,    -0.00851,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.01074,    -0.03564,    -0.99561,   -0.01064,    -0.01383,    -0.00639,  -23.89922,   -14.12227,    -2.09531
     69036l,   +0.00049,    -0.02637,    -0.99902,   -0.01383,    -0.01171,    -0.00639,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00146,    -0.02686,    -1.00342,   -0.01383,    -0.01383,    -0.00745,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00439,    -0.03125,    -0.99658,   -0.01809,    -0.01596,    -0.01277,  -23.89922,   -14.12227,    -2.09531
     69036l,   -0.00391,    -0.02588,    -0.99707,   -0.00851,    -0.01490,    -0.01277,  -23.17500,   -14.12227,    -2.44453
     69036l,   +0.00586,    -0.02979,    -0.98633,   -0.01703,    -0.01383,    -0.01064,  -23.17500,   -14.12227,    -2.44453
     69036l,   -0.00439,    -0.03027,    -0.97900,   -0.01383,    -0.01064,    -0.00639,  -23.17500,   -14.12227,    -2.44453
     69036l,   -0.00342,    -0.03516,    -0.99365,   -0.00958,    -0.01490,    -0.00745,  -23.17500,   -14.12227,    -2.44453
     69036l,   -0.00244,    -0.02832,    -0.99268,   -0.01703,    -0.00851,    -0.00639,  -23.17500,   -14.12227,    -2.44453
     69036l,   -0.00439,    -0.02490,    -0.98926,   -0.01383,    -0.00851,    -0.00532,  -23.17500,   -14.12227,    -2.44453
     69036l,   -0.00049,    -0.02930,    -0.99561,   -0.01064,    -0.01064,    -0.00532,  -23.17500,   -14.12227,    -2.44453
     69036l,   +0.00244,    -0.02783,    -0.99316,   -0.00958,    -0.01383,    -0.00426,  -23.17500,   -14.12227,    -2.44453
     69036l,   -0.00195,    -0.03174,    -0.99268,   -0.01596,    -0.01277,    -0.01064,  -23.17500,   -14.12227,    -2.44453
     69036l,   -0.00391,    -0.02734,    -0.98047,   -0.00851,    -0.01171,    -0.00745,  -23.17500,   -14.12227,    -2.44453
     69036l,   -0.01123,    -0.03125,    -0.98633,   -0.01596,    -0.00958,    -0.00639,  -23.17500,   -14.12227,    -2.44453
     69036l,   +0.00293,    -0.03857,    -0.99756,   -0.01596,    -0.00958,    -0.01064,  -22.26973,   -15.38965,    -2.26992
     69036l,   -0.00439,    -0.01904,    -0.97656,   -0.01383,    -0.00851,    -0.00851,  -22.26973,   -15.38965,    -2.26992
     69036l,   -0.00342,    -0.03027,    -0.98291,   -0.01490,    -0.01064,    -0.00426,  -22.26973,   -15.38965,    -2.26992
     69036l,   +0.00244,    -0.02393,    -0.99854,   -0.01383,    -0.01171,    -0.00851,  -22.26973,   -15.38965,    -2.26992
     69036l,   -0.00195,    -0.02686,    -0.99121,   -0.01383,    -0.01064,    -0.00851,  -22.26973,   -15.38965,    -2.26992
     69036l,   +0.00781,    -0.02588,    -0.98486,   -0.01383,    -0.00851,    -0.00426,  -22.26973,   -15.38965,    -2.26992
     69036l,   -0.00732,    -0.02881,    -1.00732,   -0.01596,    -0.01383,    -0.01064,  -22.26973,   -15.38965,    -2.26992
     69036l,   -0.00000,    -0.02832,    -0.98828,   -0.01171,    -0.01383,    -0.00958,  -22.26973,   -15.38965,    -2.26992
     69036l,   -0.00195,    -0.03467,    -0.99658,   -0.01490,    -0.00745,    -0.00745,  -22.26973,   -15.38965,    -2.26992
     69036l,   +0.00049,    -0.03174,    -0.99512,   -0.01277,    -0.01490,    -0.00958,  -22.26973,   -15.38965,    -2.26992
     69036l,   +0.00098,    -0.04102,    -0.99170,   -0.00958,    -0.01383,    -0.01064,  -22.26973,   -15.38965,    -2.26992
     69036l,   +0.00488,    -0.03711,    -1.00098,   -0.01809,    -0.00958,    -0.01171,  -22.26973,   -15.38965,    -2.26992
     69036l,   +0.00342,    -0.03809,    -0.98828,   -0.01277,    -0.00745,    -0.00745,  -23.35606,   -14.66543,    -1.22227
     69036l,   +0.00635,    -0.02441,    -0.98975,   -0.01171,    -0.01277,    -0.00532,  -23.35606,   -14.66543,    -1.22227
     69036l,   -0.01123,    -0.02881,    -0.99121,   -0.01383,    -0.01490,    -0.01171,  -23.35606,   -14.66543,    -1.22227
     69036l,   +0.00342,    -0.03369,    -0.98242,   -0.01064,    -0.01064,    -0.00958,  -23.35606,   -14.66543,    -1.22227
     69036l,   +0.00342,    -0.02686,    -0.99316,   -0.01171,    -0.01277,    -0.00958,  -23.35606,   -14.66543,    -1.22227
     69036l,   +0.00537,    -0.03711,    -0.99219,   -0.01383,    -0.01383,    -0.00426,  -23.35606,   -14.66543,    -1.22227
     69036l,   -0.00244,    -0.03027,    -0.99268,   -0.01277,    -0.01171,    -0.00639,  -23.35606,   -14.66543,    -1.22227
     69036l,   -0.00244,    -0.02100,    -0.98242,   -0.01490,    -0.01383,    -0.01277,  -23.35606,   -14.66543,    -1.22227
     69036l,   -0.00244,    -0.03564,    -1.00293,   -0.01277,    -0.01490,    -0.00851,  -23.35606,   -14.66543,    -1.22227
     69036l,   -0.00146,    -0.02344,    -0.97998,   -0.01171,    -0.01064,    -0.00745,  -23.35606,   -14.66543,    -1.22227
     69036l,   -0.00684,    -0.03613,    -0.98779,   -0.01171,    -0.01277,    -0.00958,  -23.35606,   -14.66543,    -1.22227
     69036l,   +0.00635,    -0.02637,    -0.98047,   -0.01171,    -0.01383,    -0.00851,  -22.81289,   -15.93281,    -2.44453
     69036l,   +0.00342,    -0.02490,    -0.98633,   -0.01277,    -0.00851,    -0.01064,  -22.81289,   -15.93281,    -2.44453
     69036l,   -0.00146,    -0.03711,    -0.99707,   -0.01383,    -0.01383,    -0.00958,  -22.81289,   -15.93281,    -2.44453
     69036l,   +0.00195,    -0.02881,    -0.99951,   -0.01064,    -0.01809,    -0.00639,  -22.81289,   -15.93281,    -2.44453
     69036l,   -0.01221,    -0.02002,    -0.98877,   -0.01064,    -0.01703,    -0.00639,  -22.81289,   -15.93281,    -2.44453
     69036l,   -0.00293,    -0.02979,    -0.98633,   -0.01171,    -0.01383,    -0.00745,  -22.81289,   -15.93281,    -2.44453
     69036l,   +0.00391,    -0.03320,    -0.98730,   -0.01490,    -0.00958,    -0.00958,  -22.81289,   -15.93281,    -2.44453
     69036l,   +0.00049,    -0.02783,    -0.98389,   -0.01277,    -0.01490,    -0.00745,  -22.81289,   -15.93281,    -2.44453
     69036l,   +0.01172,    -0.03369,    -0.99023,   -0.01277,    -0.00745,    -0.00851,  -22.81289,   -15.93281,    -2.44453
     69036l,   -0.00488,    -0.02832,    -0.98682,   -0.01064,    -0.00958,    -0.00851,  -22.81289,   -15.93281,    -2.44453
     69036l,   -0.00391,    -0.02979,    -0.98486,   -0.01171,    -0.01490,    -0.00319,  -22.81289,   -15.93281,    -2.44453
     69036l,   -0.00342,    -0.02686,    -0.98535,   -0.01064,    -0.01383,    -0.01064,  -22.81289,   -15.93281,    -2.44453
     69036l,   -0.00928,    -0.02686,    -0.98633,   -0.01490,    -0.01490,    -0.00958,  -22.99395,   -16.47598,    -2.61914
     69036l,   +0.00244,    -0.02637,    -0.98438,   -0.01490,    -0.00958,    -0.00851,  -22.99395,   -16.47598,    -2.61914
     69036l,   -0.00635,    -0.02686,    -0.99463,   -0.01490,    -0.01171,    -0.00745,  -22.99395,   -16.47598,    -2.61914
     69036l,   +0.00049,    -0.02393,    -0.98877,   -0.01171,    -0.01064,    -0.00851,  -22.99395,   -16.47598,    -2.61914
     69036l,   -0.00928,    -0.02686,    -0.98193,   -0.01171,    -0.01490,    -0.00958,  -22.99395,   -16.47598,    -2.61914
     69036l,   -0.00049,    -0.03418,    -0.99658,   -0.01809,    -0.01809,    -0.00958,  -22.99395,   -16.47598,    -2.61914
     69036l,   +0.00049,    -0.03320,    -0.99121,   -0.01064,    -0.01490,    -0.00851,  -22.99395,   -16.47598,    -2.61914
     69036l,   -0.00391,    -0.03223,    -0.98682,   -0.01171,    -0.00745,    -0.00851,  -22.99395,   -16.47598,    -2.61914
     69036l,   -0.00781,    -0.03418,    -0.99072,   -0.01490,    -0.01490,    -0.00958,  -22.99395,   -16.47598,    -2.61914
     69036l,   -0.00684,    -0.02881,    -0.98486,   -0.01383,    -0.00851,    -0.01064,  -22.99395,   -16.47598,    -2.61914
     69036l,   -0.00195,    -0.02930,    -0.99463,   -0.01596,    -0.01171,    -0.00745,  -22.99395,   -16.47598,    -2.61914
     69036l,   -0.00391,    -0.02783,    -1.00684,   -0.01490,    -0.01171,    -0.00745,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.00586,    -0.03564,    -0.98096,   -0.01277,    -0.00745,    -0.01277,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.00293,    -0.02588,    -0.99072,   -0.01383,    -0.00958,    -0.01171,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.00391,    -0.02197,    -0.98682,   -0.01383,    -0.01171,    -0.00958,  -23.89922,   -14.84649,    -1.39688
     69036l,   +0.00098,    -0.02637,    -0.98486,   -0.01703,    -0.00745,    -0.00745,  -23.89922,   -14.84649,    -1.39688
     69036l,   +0.00391,    -0.03467,    -0.99561,   -0.01171,    -0.01064,    -0.00532,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.01318,    -0.02197,    -0.98438,   -0.01064,    -0.01383,    -0.00745,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.00928,    -0.02393,    -0.98779,   -0.00958,    -0.01490,    -0.00958,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.00049,    -0.03418,    -0.97803,   -0.01277,    -0.01383,    -0.00745,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.00488,    -0.03271,    -0.97998,   -0.01277,    -0.01277,    -0.00851,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.00732,    -0.03223,    -0.99170,   -0.00958,    -0.00958,    -0.00639,  -23.89922,   -14.84649,    -1.39688
     69036l,   +0.00342,    -0.01904,    -0.99121,   -0.01064,    -0.00851,    -0.00745,  -23.89922,   -14.84649,    -1.39688
     69036l,   -0.00098,    -0.02393,    -0.99854,   -0.01277,    -0.01383,    -0.00639,  -23.35606,   -13.94121,    -1.22227
     69036l,   -0.00049,    -0.01758,    -0.99219,   -0.00958,    -0.01383,    -0.00958,  -23.35606,   -13.94121,    -1.22227
