time, ax, ay, az, gx, gy, gz, mx, my, mz;
     69036l,   +0.99365,    -0.00977,    +0.00391,   -0.00958,    -0.00851,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99561,    -0.02637,    +0.02100,   -0.01171,    -0.01171,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99512,    -0.02148,    +0.02393,   -0.01277,    -0.00532,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99512,    -0.01123,    +0.02783,   -0.01277,    -0.01171,    -0.01277,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98975,    -0.00977,    +0.03516,   -0.01171,    -0.01383,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.00781,    +0.03223,   -0.01171,    -0.01490,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98779,    -0.00439,    +0.04590,   -0.01171,    -0.01596,    -0.00426,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98926,    -0.01611,    +0.02344,   -0.01064,    -0.01171,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99023,    -0.00635,    +0.01074,   -0.01383,    -0.01171,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99854,    -0.01123,    +0.02588,   -0.01916,    -0.01383,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98877,    -0.02344,    +0.02344,   -0.01383,    -0.01064,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99170,    -0.01074,    +0.02051,   -0.00958,    -0.01171,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00244,    -0.02197,    +0.02490,   -0.01490,    -0.01383,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98926,    -0.00635,    +0.00586,   -0.01277,    -0.00851,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98828,    -0.02051,    +0.02197,   -0.01596,    -0.01277,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.01123,    +0.01074,   -0.00958,    -0.01064,    -0.00319,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99658,    -0.01904,    +0.03223,   -0.01490,    -0.00745,    -0.00851,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.99268,    -0.01855,    +0.01074,   -0.00958,    -0.00958,    -0.00958,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.99268,    -0.01318,    +0.02881,   -0.01490,    -0.00958,    -0.01064,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.98975,    -0.01709,    +0.01660,   -0.01171,    -0.01596,    -0.00851,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.98926,    -0.01123,    +0.02637,   -0.01277,    -0.00958,    -0.00958,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.98633,    -0.00586,    +0.03613,   -0.01277,    -0.01171,    -0.01064,  -13.57910,   -29.51192,   -15.88945
     69036l,   +1.00635,    -0.01514,    +0.02393,   -0.01703,    -0.00851,    -0.01277,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.98730,    -0.01807,    +0.02832,   -0.01383,    -0.01383,    -0.00532,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.98828,    -0.01123,    +0.02295,   -0.01064,    -0.01596,    -0.00745,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.99512,    -0.01172,    +0.02246,   -0.01596,    -0.01171,    -0.01171,  -13.57910,   -29.51192,   -15.88945
     69036l,   +1.00098,    -0.01562,    +0.01465,   -0.01490,    -0.00958,    -0.00745,  -13.57910,   -29.51192,   -15.88945
     69036l,   +0.99268,    -0.01318,    +0.03027,   -0.01383,    -0.01064,    -0.00851,  -11.40645,   -29.14981,   -14.84180
     69036l,   +1.00195,    -0.01562,    +0.01562,   -0.01171,    -0.00532,    -0.00958,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.99268,    -0.02100,    +0.01758,   -0.01383,    -0.00851,    -0.00851,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.99365,    -0.01221,    +0.01709,   -0.00958,    -0.01277,    -0.00851,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.98340,    -0.01074,    +0.01221,   -0.01171,    -0.01277,    -0.01490,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.99072,    -0.00879,    +0.03369,   -0.01809,    -0.01277,    -0.00851,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.98877,    -0.01904,    +0.01611,   -0.00745,    -0.01277,    -0.00958,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.99365,    -0.00928,    +0.01855,   -0.01064,    -0.01171,    -0.00958,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.99316,    -0.00928,    +0.02197,   -0.01171,    -0.00958,    -0.00639,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.99023,    -0.01709,    +0.01221,   -0.01490,    -0.01064,    -0.00745,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.98926,    -0.02051,    +0.01807,   -0.01171,    -0.01383,    -0.01171,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.98730,    -0.01172,    +0.02637,   -0.01383,    -0.01171,    -0.00851,  -11.40645,   -29.14981,   -14.84180
     69036l,   +0.98486,    -0.01709,    +0.01611,   -0.01064,    -0.01490,    -0.00958,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.99609,    -0.02002,    +0.01855,   -0.01383,    -0.00958,    -0.00958,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.98779,    -0.01562,    +0.02881,   -0.00851,    -0.01383,    -0.01064,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.99561,    -0.01416,    +0.03809,   -0.01383,    -0.01171,    -0.00639,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.98926,    -0.01807,    +0.02148,   -0.01490,    -0.01277,    -0.00639,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.99414,    -0.01562,    +0.02588,   -0.01490,    -0.01596,    -0.00745,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.98584,    -0.00977,    +0.01611,   -0.01490,    -0.01277,    -0.00851,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.99658,    -0.00635,    +0.02637,   -0.01383,    -0.01064,    -0.00745,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.98584,    -0.01416,    +0.03564,   -0.01277,    -0.01171,    -0.00745,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.99365,    -0.00879,    +0.03662,   -0.01064,    -0.00958,    -0.00426,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.99463,    -0.00439,    +0.02051,   -0.01171,    -0.00851,    -0.00745,  -12.85488,   -28.78770,   -16.93711
     69036l,   +0.99170,    -0.01025,    +0.03613,   -0.01277,    -0.00958,    -0.00851,  -13.39805,   -27.88242,   -16.06406
     69036l,   +1.00000,    -0.02002,    +0.01953,   -0.01171,    -0.01277,    -0.00958,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.99609,    -0.01074,    +0.03223,   -0.00958,    -0.01064,    -0.00532,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.99170,    -0.01172,    +0.00830,   -0.01277,    -0.01383,    -0.00958,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.99561,    -0.01758,    +0.02441,   -0.01277,    -0.01490,    -0.01064,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.99072,    -0.02344,    +0.01660,   -0.01383,    -0.00958,    -0.00532,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.98975,    -0.02344,    +0.01660,   -0.00958,    -0.01490,    -0.00532,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.99414,    -0.01855,    +0.03320,   -0.01171,    -0.01383,    -0.00745,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.99268,    -0.01709,    +0.02100,   -0.01383,    -0.01916,    -0.00426,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.99512,    -0.01758,    +0.01611,   -0.01383,    -0.01064,    -0.00639,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.98926,    -0.02295,    +0.02246,   -0.01809,    -0.01171,    -0.00745,  -13.39805,   -27.88242,   -16.06406
     69036l,   +0.98682,    -0.01416,    +0.01904,   -0.01383,    -0.01490,    -0.00639,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.99609,    -0.02246,    +0.01514,   -0.00745,    -0.01277,    -0.00958,  -13.21699,   -28.78770,   -16.58789
     69036l,   +1.00049,    -0.02197,    +0.02344,   -0.01383,    -0.01277,    -0.01277,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.99756,    -0.01611,    +0.02148,   -0.01490,    -0.01064,    -0.00745,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.98828,    -0.02002,    +0.03125,   -0.01383,    -0.01064,    -0.00851,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.98975,    -0.02246,    +0.02393,   -0.01171,    -0.01383,    -0.01064,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.99072,    -0.01172,    +0.01904,   -0.01490,    -0.00745,    -0.00745,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.99463,    -0.01025,    +0.01758,   -0.01171,    -0.00745,    -0.00851,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.98730,    -0.01416,    +0.03564,   -0.01171,    -0.00958,    -0.00958,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.98291,    -0.01074,    +0.03271,   -0.01383,    -0.01064,    -0.01064,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.99170,    -0.02295,    +0.02148,   -0.01277,    -0.01171,    -0.00958,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.99463,    -0.01709,    +0.02490,   -0.01171,    -0.01703,    -0.00851,  -13.21699,   -28.78770,   -16.58789
     69036l,   +0.99023,    -0.01611,    +0.01416,   -0.01064,    -0.01490,    -0.01064,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.99707,    -0.01758,    +0.00342,   -0.01171,    -0.01171,    -0.01064,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.99463,    -0.01514,    +0.02490,   -0.01383,    -0.00958,    -0.00639,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.99854,    -0.01221,    +0.01904,   -0.01064,    -0.01383,    -0.01490,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.99854,    -0.01758,    +0.03027,   -0.01383,    -0.00958,    -0.00319,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.99902,    -0.02441,    +0.02539,   -0.01596,    -0.01064,    -0.00958,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.99072,    -0.01318,    +0.01025,   -0.01703,    -0.01064,    -0.00958,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.98877,    -0.00146,    +0.02100,   -0.00958,    -0.00639,    -0.00745,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.98779,    -0.01855,    +0.03467,   -0.01277,    -0.00958,    -0.00851,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.99951,    -0.02148,    +0.03369,   -0.00958,    -0.01171,    -0.00426,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.98975,    -0.01221,    +0.02490,   -0.00958,    -0.01277,    -0.00639,  -12.13066,   -28.78770,   -15.54023
     69036l,   +0.98682,    -0.01221,    +0.03320,   -0.01490,    -0.01277,    -0.01171,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.99219,    -0.01074,    +0.02881,   -0.01171,    -0.01064,    -0.00639,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.99365,    -0.02197,    +0.01514,   -0.01064,    -0.01171,    -0.01171,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.98877,    -0.01123,    +0.01123,   -0.01064,    -0.01277,    -0.00745,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.98779,    -0.01709,    +0.01660,   -0.01596,    -0.01383,    -0.01490,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.99756,    -0.01416,    +0.02881,   -0.01277,    -0.01171,    -0.00958,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.99170,    -0.01904,    +0.00732,   -0.01490,    -0.01171,    -0.00851,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.99219,    -0.01904,    +0.01221,   -0.01596,    -0.00958,    -0.00851,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.99854,    -0.01270,    +0.01611,   -0.01490,    -0.00958,    -0.01064,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.98877,    -0.01855,    +0.04053,   -0.01064,    -0.01277,    -0.00851,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.99854,    -0.02490,    +0.02295,   -0.01277,    -0.00851,    -0.00532,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.98145,    -0.01611,    +0.04150,   -0.01809,    -0.00745,    -0.00745,  -12.49277,   -28.78770,   -15.88945
     69036l,   +0.98877,    -0.00928,    +0.01123,   -0.01383,    -0.00958,    -0.00958,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.99023,    -0.01270,    +0.03564,   -0.01277,    -0.01383,    -0.01064,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.99854,    -0.01758,    +0.01025,   -0.01490,    -0.01703,    -0.00639,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.98584,    -0.01660,    +0.02148,   -0.01277,    -0.00745,    -0.00639,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.99512,    -0.01465,    +0.03320,   -0.01171,    -0.01171,    -0.00639,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.99561,    -0.01855,    +0.01660,   -0.01277,    -0.00745,    -0.00532,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.99561,    -0.01562,    +0.02734,   -0.01277,    -0.00745,    -0.00426,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.98926,    -0.02246,    +0.02295,   -0.01277,    -0.01383,    -0.00958,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.98438,    -0.00781,    +0.02686,   -0.01596,    -0.01490,    -0.00851,  -13.57910,   -28.06348,   -15.88945
     69036l,   +1.00146,    -0.01416,    +0.03369,   -0.01171,    -0.01277,    -0.01171,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.98975,    -0.01758,    +0.02441,   -0.01064,    -0.00958,    -0.00426,  -13.57910,   -28.06348,   -15.88945
     69036l,   +0.98926,    -0.02051,    +0.01758,   -0.01490,    -0.00745,    -0.00319,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99170,    -0.01709,    +0.02441,   -0.01171,    -0.01277,    -0.00958,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99658,    -0.03223,    +0.01660,   -0.00851,    -0.01064,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99561,    -0.00928,    +0.02783,   -0.01277,    -0.00851,    -0.00851,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99658,    -0.01270,    +0.02979,   -0.01596,    -0.01171,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98682,    -0.02588,    +0.02881,   -0.00851,    -0.01171,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99463,    -0.02051,    +0.02344,   -0.01490,    -0.00958,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98633,    -0.01562,    +0.03027,   -0.01383,    -0.00958,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98730,    -0.00928,    +0.02393,   -0.01277,    -0.01490,    -0.00426,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99023,    -0.01221,    +0.01318,   -0.01171,    -0.01171,    -0.00851,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99365,    -0.01221,    +0.02881,   -0.00851,    -0.01171,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99414,    -0.00977,    +0.03174,   -0.01383,    -0.00958,    -0.00426,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99463,    -0.00977,    +0.01514,   -0.01277,    -0.01277,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99854,    -0.00879,    +0.02197,   -0.00851,    -0.00851,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98828,    -0.01807,    +0.01416,   -0.01490,    -0.01064,    -0.01171,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98926,    -0.02100,    +0.02734,   -0.01064,    -0.01490,    -0.00532,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99756,    -0.00977,    +0.02588,   -0.01490,    -0.01064,    -0.01171,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99756,    -0.00879,    +0.01465,   -0.01064,    -0.01277,    -0.01064,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99854,    -0.01807,    +0.02539,   -0.01064,    -0.01490,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99023,    -0.01318,    +0.02588,   -0.01064,    -0.00958,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99658,    -0.01562,    +0.01367,   -0.01064,    -0.01490,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99023,    -0.01123,    +0.00391,   -0.01171,    -0.00745,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98779,    -0.01221,    +0.02197,   -0.01490,    -0.01171,    -0.00532,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99023,    -0.00928,    +0.02637,   -0.01490,    -0.00958,    -0.00851,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99463,    -0.01270,    +0.01611,   -0.01809,    -0.01277,    -0.00851,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98779,    -0.02344,    +0.01807,   -0.01171,    -0.01277,    -0.01064,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99707,    -0.01904,    +0.01562,   -0.01277,    -0.01064,    -0.00851,  -13.57910,   -29.14981,   -17.63555
     69036l,   +1.00000,    -0.00293,    +0.01025,   -0.01064,    -0.01171,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98975,    -0.01562,    +0.01514,   -0.00958,    -0.01277,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99170,    -0.01562,    +0.02100,   -0.01277,    -0.01277,    -0.01064,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98535,    -0.01270,    +0.02490,   -0.01383,    -0.01703,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99268,    -0.01660,    +0.03271,   -0.01171,    -0.01171,    -0.00851,  -13.57910,   -29.14981,   -17.63555
     69036l,   +1.00195,    -0.01611,    +0.02686,   -0.00958,    -0.01277,    -0.00851,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99268,    -0.01562,    +0.02881,   -0.01171,    -0.01171,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98682,    -0.01514,    +0.02148,   -0.01171,    -0.00958,    -0.00958,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99756,    -0.01660,    +0.02783,   -0.01171,    -0.01703,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99463,    -0.02051,    +0.04004,   -0.01490,    -0.01277,    -0.00532,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99463,    -0.01318,    +0.02783,   -0.01171,    -0.01383,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99463,    -0.02002,    +0.02588,   -0.01064,    -0.01277,    -0.01171,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99902,    -0.01562,    +0.02686,   -0.01809,    -0.01383,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99219,    -0.01709,    +0.02979,   -0.00745,    -0.01064,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +1.00244,    -0.01514,    +0.02246,   -0.00851,    -0.00851,    -0.00745,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.99854,    -0.01514,    +0.02441,   -0.01277,    -0.01064,    -0.01171,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98828,    -0.01660,    +0.02490,   -0.01064,    -0.01383,    -0.00851,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98584,    -0.00928,    +0.02588,   -0.01277,    -0.00851,    -0.00639,  -13.57910,   -29.14981,   -17.63555
     69036l,   +0.98535,    -0.01123,    +0.01172,   -0.01703,    -0.01277,    -0.00958,  -13.57910,   -29.14981,   -17.63555
